suspicious,source,score
suspicious-document00005.txt,source-document01976.txt,0.424293405114401
suspicious-document00007.txt,source-document05153.txt,0.4296875
suspicious-document00010.txt,source-document02072.txt,0.4192771084337349
suspicious-document00011.txt,source-document09660.txt,0.41174389812522105
suspicious-document00012.txt,source-document10586.txt,0.41546922121695945
suspicious-document00014.txt,source-document08600.txt,0.4259227759823099
suspicious-document00015.txt,source-document00657.txt,0.4204255319148936
suspicious-document00016.txt,source-document07292.txt,0.4227669576897246
suspicious-document00020.txt,source-document03012.txt,0.4186789772727273
suspicious-document00024.txt,source-document06238.txt,0.42169092169092165
suspicious-document00025.txt,source-document01959.txt,0.417634996582365
suspicious-document00026.txt,source-document02913.txt,0.39387308533916854
suspicious-document00027.txt,source-document00753.txt,0.4166094715168154
suspicious-document00029.txt,source-document08270.txt,0.41382765531062127
suspicious-document00033.txt,source-document00753.txt,0.4065804935370153
suspicious-document00034.txt,source-document03536.txt,0.41475765613696647
suspicious-document00036.txt,source-document10092.txt,0.42171628721541154
suspicious-document00037.txt,source-document04496.txt,0.42093940480458947
suspicious-document00038.txt,source-document03417.txt,0.4085167809455071
suspicious-document00040.txt,source-document09565.txt,0.4273564847625797
suspicious-document00041.txt,source-document06060.txt,0.4147529575504524
suspicious-document00045.txt,source-document05432.txt,0.43327495621716283
suspicious-document00046.txt,source-document10331.txt,0.4255829903978052
suspicious-document00048.txt,source-document08000.txt,0.4209804593760713
suspicious-document00049.txt,source-document00970.txt,0.42677222022310185
suspicious-document00052.txt,source-document08611.txt,0.42539569624755474
suspicious-document00054.txt,source-document03603.txt,0.41506825643684114
suspicious-document00055.txt,source-document01444.txt,0.4208791208791208
suspicious-document00057.txt,source-document05074.txt,0.4244774106540796
suspicious-document00059.txt,source-document00962.txt,0.4208572392845089
suspicious-document00063.txt,source-document03675.txt,0.42523203850120317
suspicious-document00068.txt,source-document07915.txt,0.4197260273972603
suspicious-document00069.txt,source-document06022.txt,0.417372101582628
suspicious-document00075.txt,source-document08312.txt,0.4227359638449505
suspicious-document00076.txt,source-document02804.txt,0.4274293835494759
suspicious-document00077.txt,source-document11093.txt,0.4307800421644414
suspicious-document00078.txt,source-document07985.txt,0.414378612716763
suspicious-document00079.txt,source-document10737.txt,0.4235335195530726
suspicious-document00080.txt,source-document00411.txt,0.41450044208664893
suspicious-document00083.txt,source-document01127.txt,0.41967473224910745
suspicious-document00086.txt,source-document09692.txt,0.4244493768140687
suspicious-document00087.txt,source-document08866.txt,0.419783726289665
suspicious-document00092.txt,source-document09910.txt,0.4220963172804532
suspicious-document00093.txt,source-document10521.txt,0.4247974638957379
suspicious-document00094.txt,source-document07765.txt,0.42307692307692313
suspicious-document00096.txt,source-document07336.txt,0.4185656836461126
suspicious-document00098.txt,source-document03164.txt,0.41942758022549875
suspicious-document00099.txt,source-document02972.txt,0.43204626637183197
suspicious-document00100.txt,source-document03998.txt,0.42144041259900533
suspicious-document00101.txt,source-document04454.txt,0.42807505211952745
suspicious-document00102.txt,source-document01507.txt,0.41639400723265024
suspicious-document00103.txt,source-document00797.txt,0.4299065420560748
suspicious-document00106.txt,source-document03416.txt,0.42730071843995904
suspicious-document00107.txt,source-document01169.txt,0.4213387699626232
suspicious-document00108.txt,source-document00263.txt,0.4281345565749235
suspicious-document00109.txt,source-document07246.txt,0.4193604752752053
suspicious-document00112.txt,source-document09103.txt,0.41194539249146755
suspicious-document00113.txt,source-document06368.txt,0.4187393526405452
suspicious-document00115.txt,source-document10416.txt,0.4225883968417439
suspicious-document00119.txt,source-document02072.txt,0.42351299494156636
suspicious-document00122.txt,source-document04695.txt,0.4245445170161568
suspicious-document00126.txt,source-document00026.txt,0.42989653942204775
suspicious-document00127.txt,source-document02462.txt,0.41631054131054135
suspicious-document00131.txt,source-document03011.txt,0.4127471029311521
suspicious-document00133.txt,source-document07214.txt,0.42704987320371934
suspicious-document00134.txt,source-document04872.txt,0.4282530430310303
suspicious-document00137.txt,source-document05951.txt,0.4226804123711341
suspicious-document00139.txt,source-document06807.txt,0.41777454015661997
suspicious-document00141.txt,source-document08328.txt,0.42107130188009934
suspicious-document00145.txt,source-document10362.txt,0.41258992805755396
suspicious-document00146.txt,source-document10273.txt,0.4247519757861107
suspicious-document00148.txt,source-document03536.txt,0.41652441106179583
suspicious-document00149.txt,source-document07281.txt,0.4155623513421679
suspicious-document00150.txt,source-document10183.txt,0.4221251819505094
suspicious-document00152.txt,source-document02935.txt,0.4235915492957747
suspicious-document00155.txt,source-document06238.txt,0.4204842361957846
suspicious-document00158.txt,source-document01972.txt,0.4150677697588453
suspicious-document00165.txt,source-document03485.txt,0.4120898100172712
suspicious-document00167.txt,source-document00138.txt,0.4180790960451978
suspicious-document00168.txt,source-document02423.txt,0.43385515224496823
suspicious-document00170.txt,source-document05781.txt,0.4249161814010941
suspicious-document00173.txt,source-document07377.txt,0.4233913970849626
suspicious-document00175.txt,source-document05740.txt,0.4223079621185549
suspicious-document00176.txt,source-document04850.txt,0.4190188172043011
suspicious-document00177.txt,source-document07280.txt,0.40780386740331487
suspicious-document00179.txt,source-document05014.txt,0.41333333333333333
suspicious-document00180.txt,source-document04364.txt,0.4188557034904642
suspicious-document00183.txt,source-document01983.txt,0.41540338037985713
